,index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_time_dt,wake_time_dt,sleep_duration,sleep_minutes
11941,11941,1,Yes,NONE,Auditory,IYET4R,Female,Y,71.0,18.0,1.0,15.0,11.0,100.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11942,11942,0,No,NONE,Visual,ANV7WD,Female,N,67.0,11.0,17.0,16.0,17.0,94.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11943,11943,0,No,NONE,Auditory,HTW6WX,Male,Y,91.0,14.0,7.0,15.0,7.0,97.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11944,11944,2,No,NONE,Auditory,21PLQ7,Female,Y,62.0,20.0,0.0,15.0,14.0,95.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11945,11945,2,No,CLUBS,Auditory,8W3GLT,Female,N,55.0,10.0,10.0,16.0,11.0,92.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11946,11946,2,No,SPORTS,Auditory,NLWQNT,Female,Y,73.0,16.0,3.0,15.0,14.0,97.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11947,11947,0,No,ARTS,Visual,ZA2PIL,Male,Y,87.0,15.0,8.0,16.0,10.0,92.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11948,11948,1,No,ARTS,Auditory,GXXWMZ,Female,Y,70.0,24.0,4.0,16.0,13.0,90.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11949,11949,0,No,SPORTS,Visual,ML4N3X,Female,Y,90.0,13.0,10.0,15.0,7.0,96.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11950,11950,1,No,SPORTS,Auditory,KZ0Q6B,Male,Y,61.0,19.0,9.0,15.0,18.0,94.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11951,11951,1,Yes,NONE,Auditory,MKE7J6,Male,Y,77.0,13.0,4.0,15.0,9.0,93.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11952,11952,0,No,SPORTS,Auditory,DCC14X,Female,Y,69.0,10.0,11.0,16.0,15.0,100.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11953,11953,0,Yes,NONE,Visual,P0RUYJ,Female,Y,83.0,15.0,5.0,16.0,8.0,91.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11954,11954,1,No,CLUBS,Visual,98PD3Q,Female,N,68.0,10.0,20.0,16.0,6.0,70.0,0:30,6:30,private transport,green,1900-01-01 00:30:00,1900-01-01 06:30:00,0 days 06:00:00,360
11955,11955,1,Yes,SPORTS,Auditory,RWVLCG,Male,Y,68.0,11.0,10.0,16.0,8.0,99.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11956,11956,0,No,NONE,Auditory,UC0SO2,Female,Y,68.0,3.0,18.0,16.0,14.0,94.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11957,11957,2,No,CLUBS,Auditory,2DNWR7,Female,Y,76.0,15.0,6.0,15.0,6.0,93.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11958,11958,0,Yes,NONE,Visual,E0QGAO,Female,Y,84.0,3.0,17.0,15.0,8.0,92.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11959,11959,2,No,CLUBS,Auditory,9I5DK4,Male,Y,68.0,17.0,2.0,16.0,6.0,96.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11960,11960,1,Yes,NONE,Auditory,7JTCNM,Female,Y,84.0,11.0,11.0,15.0,10.0,97.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11961,11961,1,Yes,NONE,Visual,F635UE,Male,Y,100.0,15.0,2.0,16.0,8.0,94.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11962,11962,1,No,ARTS,Visual,4QPNEA,Male,Y,63.0,24.0,4.0,16.0,7.0,97.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11963,11963,1,Yes,SPORTS,Visual,J1W572,Male,Y,80.0,16.0,1.0,16.0,10.0,93.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11964,11964,1,No,CLUBS,Auditory,KPJHND,Female,N,46.0,23.0,2.0,16.0,4.0,97.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11965,11965,1,Yes,ARTS,Auditory,Y6QROE,Female,Y,76.0,2.0,19.0,16.0,14.0,91.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11966,11966,1,No,ARTS,Auditory,5JPZBG,Female,Y,66.0,0.0,22.0,15.0,12.0,92.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11967,11967,0,No,NONE,Visual,4PSVHN,Female,Y,91.0,11.0,12.0,16.0,8.0,90.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11968,11968,1,No,CLUBS,Auditory,DY916S,Male,Y,48.0,13.0,17.0,15.0,13.0,98.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11969,11969,0,No,NONE,Visual,W3VBYQ,Male,Y,84.0,14.0,13.0,15.0,9.0,97.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11970,11970,0,No,NONE,Auditory,O1XSXN,Male,Y,94.0,19.0,6.0,15.0,10.0,91.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11971,11971,1,Yes,ARTS,Auditory,Y5R31Y,Female,Y,81.0,20.0,2.0,16.0,7.0,95.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11972,11972,2,No,ARTS,Visual,2U3FRU,Female,Y,59.0,17.0,5.0,16.0,10.0,98.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11973,11973,1,No,SPORTS,Auditory,9H5FNV,Male,N,34.0,14.0,14.0,15.0,10.0,65.0,0:30,6:30,private transport,blue,1900-01-01 00:30:00,1900-01-01 06:30:00,0 days 06:00:00,360
11974,11974,2,No,CLUBS,Auditory,RMA8X7,Female,N,56.0,6.0,13.0,16.0,9.0,94.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11975,11975,1,No,CLUBS,Auditory,MP3IHL,Male,N,68.0,17.0,14.0,15.0,17.0,98.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11976,11976,2,Yes,CLUBS,Auditory,DAMQHY,Female,Y,43.0,7.0,15.0,15.0,10.0,74.0,22:30,5:30,public transport,green,1900-01-01 22:30:00,1900-01-01 05:30:00,0 days 07:00:00,420
11977,11977,2,No,SPORTS,Auditory,FSHWVB,Male,Y,62.0,21.0,1.0,16.0,18.0,94.0,23:00,6:00,private transport,black,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
11978,11978,2,Yes,SPORTS,Visual,SZPAFT,Female,Y,76.0,10.0,10.0,15.0,14.0,95.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11979,11979,0,No,CLUBS,Auditory,YV1FC1,Female,Y,72.0,14.0,6.0,15.0,7.0,93.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11980,11980,1,No,SPORTS,Auditory,FVLF04,Female,N,68.0,10.0,14.0,15.0,3.0,93.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11981,11981,0,No,NONE,Auditory,7SFPXH,Female,Y,93.0,8.0,14.0,16.0,9.0,90.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11982,11982,2,Yes,NONE,Visual,IRNGCR,Female,N,68.0,3.0,12.0,15.0,7.0,94.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11983,11983,2,No,ARTS,Visual,S9J9EA,Male,Y,83.0,12.0,5.0,16.0,6.0,93.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11984,11984,0,No,NONE,Auditory,B421UA,Male,Y,68.0,12.0,10.0,15.0,9.0,94.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11985,11985,1,Yes,ARTS,Auditory,M19K0N,Male,Y,76.0,18.0,2.0,16.0,6.0,95.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
11986,11986,0,Yes,CLUBS,Visual,R7DS9P,Male,Y,86.0,10.0,7.0,16.0,9.0,92.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11987,11987,2,No,NONE,Auditory,A29B3K,Female,Y,79.0,20.0,1.0,16.0,5.0,96.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11988,11988,1,Yes,ARTS,Visual,97EP4U,Male,Y,78.0,17.0,4.0,15.0,5.0,93.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11989,11989,0,No,CLUBS,Auditory,TTKQ2S,Female,N,67.0,14.0,13.0,16.0,19.0,98.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11990,11990,1,No,SPORTS,Auditory,MFY69H,Female,N,43.0,2.0,26.0,15.0,11.0,56.0,0:30,5:30,public transport,yellow,1900-01-01 00:30:00,1900-01-01 05:30:00,0 days 05:00:00,300
11991,11991,0,No,CLUBS,Auditory,ROR2EN,Male,N,74.0,14.0,6.0,15.0,19.0,90.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11992,11992,0,No,NONE,Visual,NSQEGB,Female,Y,91.0,6.0,18.0,16.0,8.0,90.0,23:30,6:30,private transport,yellow,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
11993,11993,0,No,SPORTS,Auditory,2XIX0N,Female,Y,66.0,21.0,0.0,15.0,13.0,93.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11994,11994,2,No,CLUBS,Auditory,OKEXQM,Male,Y,71.0,13.0,6.0,15.0,5.0,100.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
11995,11995,1,No,SPORTS,Auditory,82JMBA,Female,N,50.0,12.0,13.0,16.0,18.0,99.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
11996,11996,2,No,NONE,Visual,G2FAY2,Female,Y,83.0,7.0,10.0,15.0,9.0,99.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11997,11997,1,Yes,CLUBS,Visual,5JOFQD,Female,Y,68.0,2.0,20.0,15.0,7.0,94.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
11998,11998,1,No,CLUBS,Auditory,S2RYI6,Female,Y,59.0,8.0,19.0,16.0,15.0,92.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
11999,11999,1,Yes,NONE,Visual,SHZ6RV,Female,Y,67.0,6.0,15.0,15.0,13.0,97.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12000,12000,1,No,SPORTS,Auditory,44PSBP,Female,N,53.0,13.0,12.0,15.0,17.0,90.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12001,12001,1,Yes,CLUBS,Auditory,M6RAU7,Female,N,56.0,8.0,17.0,16.0,11.0,99.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12002,12002,0,No,SPORTS,Auditory,S9FW4J,Female,Y,88.0,9.0,13.0,15.0,9.0,95.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12003,12003,2,No,SPORTS,Auditory,38AHOY,Male,Y,67.0,10.0,11.0,15.0,16.0,97.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12004,12004,1,Yes,NONE,Visual,R0Z17N,Male,Y,100.0,12.0,5.0,15.0,8.0,92.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12005,12005,1,No,CLUBS,Auditory,HXPCXP,Female,N,55.0,0.0,31.0,16.0,7.0,98.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12006,12006,2,No,SPORTS,Visual,GQ2GU8,Female,N,75.0,0.0,22.0,15.0,15.0,94.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12007,12007,0,No,ARTS,Visual,G5CJU1,Male,Y,90.0,17.0,2.0,15.0,7.0,93.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12008,12008,2,No,SPORTS,Auditory,W5N5N9,Female,Y,74.0,18.0,1.0,16.0,18.0,99.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12009,12009,1,No,CLUBS,Visual,NT701R,Male,N,53.0,20.0,10.0,16.0,12.0,91.0,0:00,7:00,walk,green,1900-01-01 00:00:00,1900-01-01 07:00:00,0 days 07:00:00,420
12010,12010,0,Yes,CLUBS,Visual,5F1NDR,Female,Y,67.0,14.0,2.0,16.0,7.0,97.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12011,12011,0,No,NONE,Auditory,E1NIIM,Male,Y,72.0,24.0,3.0,16.0,19.0,99.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12012,12012,2,No,CLUBS,Auditory,77B2UJ,Female,N,48.0,3.0,16.0,16.0,10.0,79.0,22:00,5:00,public transport,black,1900-01-01 22:00:00,1900-01-01 05:00:00,0 days 07:00:00,420
12013,12013,1,No,NONE,Auditory,LQ2OWK,Male,Y,68.0,25.0,2.0,16.0,9.0,99.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12014,12014,0,No,ARTS,Auditory,MJE2AR,Male,Y,93.0,18.0,7.0,16.0,9.0,90.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12015,12015,0,No,NONE,Auditory,G7LPI7,Female,Y,79.0,4.0,17.0,15.0,6.0,99.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12016,12016,0,Yes,SPORTS,Auditory,D8ERM9,Female,Y,70.0,14.0,5.0,16.0,19.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12017,12017,2,No,SPORTS,Visual,V945T0,Female,Y,56.0,11.0,7.0,15.0,9.0,95.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12018,12018,1,No,SPORTS,Visual,DGP4B7,Female,Y,59.0,17.0,5.0,16.0,19.0,91.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12019,12019,1,No,SPORTS,Auditory,BOK735,Male,N,49.0,25.0,5.0,16.0,11.0,66.0,23:30,5:30,public transport,blue,1900-01-01 23:30:00,1900-01-01 05:30:00,0 days 06:00:00,360
12020,12020,0,No,SPORTS,Auditory,UU3HL1,Female,Y,67.0,8.0,13.0,16.0,9.0,99.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12021,12021,1,No,NONE,Visual,GPCXO2,Male,Y,71.0,21.0,3.0,15.0,10.0,97.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12022,12022,1,Yes,CLUBS,Auditory,6I3HKA,Female,Y,76.0,11.0,10.0,16.0,7.0,91.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12023,12023,2,No,SPORTS,Visual,WNGMSQ,Female,N,53.0,7.0,12.0,16.0,19.0,93.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12024,12024,1,No,ARTS,Visual,GPW4W7,Female,N,48.0,15.0,15.0,16.0,6.0,95.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12025,12025,2,Yes,NONE,Visual,MATVQW,Male,N,84.0,14.0,0.0,15.0,7.0,97.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12026,12026,0,No,CLUBS,Auditory,GK04F1,Male,N,69.0,20.0,1.0,16.0,12.0,95.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12027,12027,2,Yes,SPORTS,Auditory,RYN27P,Male,N,60.0,10.0,6.0,16.0,6.0,95.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12028,12028,0,No,ARTS,Auditory,992YWU,Male,N,67.0,16.0,4.0,16.0,13.0,95.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12029,12029,0,No,NONE,Visual,2XPZG0,Female,N,93.0,12.0,7.0,16.0,9.0,96.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12030,12030,1,Yes,CLUBS,Visual,22XQTP,Male,Y,78.0,17.0,0.0,15.0,7.0,92.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12031,12031,2,No,NONE,Visual,TC8FXW,Female,Y,60.0,11.0,11.0,16.0,15.0,95.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12032,12032,1,No,CLUBS,Auditory,J97YI7,Female,Y,59.0,20.0,11.0,16.0,13.0,98.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12033,12033,2,No,ARTS,Auditory,UOIS7Y,Male,Y,44.0,13.0,10.0,15.0,5.0,65.0,23:00,5:00,public transport,red,1900-01-01 23:00:00,1900-01-01 05:00:00,0 days 06:00:00,360
12034,12034,2,No,CLUBS,Visual,WCWQX3,Male,Y,75.0,16.0,3.0,16.0,12.0,93.0,22:00,5:00,public transport,white,1900-01-01 22:00:00,1900-01-01 05:00:00,0 days 07:00:00,420
12035,12035,1,No,CLUBS,Auditory,5RY4U9,Male,Y,67.0,16.0,12.0,15.0,16.0,95.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12036,12036,0,No,SPORTS,Auditory,A9ORDB,Female,N,56.0,9.0,18.0,16.0,18.0,99.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12037,12037,1,No,ARTS,Auditory,62F6HE,Male,N,62.0,17.0,10.0,15.0,10.0,95.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12038,12038,1,No,SPORTS,Visual,RJIIIR,Female,N,54.0,19.0,11.0,16.0,14.0,99.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12039,12039,2,No,CLUBS,Visual,3I59GX,Male,Y,70.0,12.0,9.0,15.0,20.0,94.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12040,12040,0,Yes,NONE,Visual,L74QVW,Female,Y,82.0,3.0,12.0,16.0,6.0,90.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12041,12041,0,Yes,SPORTS,Visual,P9WDR1,Female,Y,81.0,17.0,0.0,15.0,8.0,93.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12042,12042,1,Yes,SPORTS,Visual,7ZC4U3,Male,Y,38.0,19.0,9.0,15.0,3.0,88.0,23:30,6:30,private transport,yellow,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
12043,12043,2,Yes,NONE,Visual,Y85P38,Female,N,85.0,17.0,1.0,16.0,10.0,91.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12044,12044,2,No,ARTS,Auditory,8VCULT,Female,Y,58.0,12.0,6.0,16.0,18.0,99.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12045,12045,2,Yes,ARTS,Visual,9NCBC3,Male,Y,77.0,13.0,1.0,15.0,8.0,93.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12046,12046,0,No,NONE,Visual,UVIBQD,Female,Y,85.0,10.0,13.0,15.0,7.0,98.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12047,12047,0,No,NONE,Visual,YJUYFL,Female,Y,77.0,10.0,18.0,15.0,6.0,94.0,23:00,6:00,private transport,black,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
12048,12048,1,No,CLUBS,Auditory,B2BX05,Female,Y,69.0,27.0,1.0,15.0,10.0,96.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12049,12049,1,No,ARTS,Visual,L0OL8U,Male,N,54.0,21.0,9.0,16.0,19.0,98.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12050,12050,0,No,SPORTS,Visual,0F92HK,Female,N,76.0,26.0,1.0,15.0,6.0,100.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12051,12051,2,No,CLUBS,Visual,568WJ9,Female,Y,80.0,12.0,7.0,16.0,7.0,93.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12052,12052,0,Yes,NONE,Auditory,HIZOA1,Male,Y,85.0,16.0,5.0,16.0,5.0,100.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
12053,12053,0,Yes,ARTS,Auditory,3P7DY7,Male,N,75.0,18.0,2.0,15.0,4.0,92.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12054,12054,2,No,SPORTS,Visual,J0ZZ25,Male,N,55.0,13.0,9.0,16.0,7.0,98.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12055,12055,0,Yes,CLUBS,Visual,TREVLZ,Female,N,73.0,14.0,2.0,16.0,19.0,97.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12056,12056,2,No,ARTS,Auditory,L5ADFI,Female,Y,43.0,9.0,13.0,15.0,4.0,91.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12057,12057,0,No,CLUBS,Auditory,CWAYYP,Male,N,61.0,16.0,11.0,16.0,20.0,98.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12058,12058,0,No,SPORTS,Visual,W8PK2U,Female,N,74.0,3.0,25.0,16.0,9.0,91.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
12059,12059,1,No,CLUBS,Visual,7I7PHW,Male,Y,56.0,22.0,5.0,15.0,15.0,97.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12060,12060,1,No,CLUBS,Auditory,KJEWD1,Female,Y,68.0,27.0,1.0,15.0,18.0,91.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12061,12061,2,No,SPORTS,Auditory,DJWY8Q,Male,N,55.0,15.0,7.0,15.0,18.0,95.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
12062,12062,0,Yes,SPORTS,Auditory,9KS22F,Female,Y,73.0,10.0,6.0,15.0,16.0,97.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
12063,12063,0,Yes,CLUBS,Visual,536X52,Male,Y,87.0,14.0,3.0,15.0,6.0,90.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12064,12064,1,No,CLUBS,Visual,2OTFYV,Male,N,45.0,30.0,0.0,16.0,10.0,59.0,1:00,5:00,public transport,yellow,1900-01-01 01:00:00,1900-01-01 05:00:00,0 days 04:00:00,240
12065,12065,0,No,CLUBS,Visual,28RRI1,Male,Y,76.0,15.0,13.0,16.0,16.0,94.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
12066,12066,2,Yes,ARTS,Auditory,9N2WGS,Female,N,49.0,14.0,10.0,15.0,12.0,63.0,0:00,5:00,public transport,green,1900-01-01 00:00:00,1900-01-01 05:00:00,0 days 05:00:00,300
12067,12067,0,No,NONE,Visual,WWXCAC,Male,N,65.0,18.0,3.0,15.0,10.0,94.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
